,Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,source
925,Low Fat,DRL11,0.08493606068632054,-0.3765173926349076,Hard Drinks,-0.7257474341262176,-0.29205120571598675,2002,OUT045,Tier 2,Small,Supermarket Type1,train
926,Low Fat,FDO36,0.24343798599650923,-0.591961644394573,Baking Goods,-0.5423602667662102,0.8035129502828222,2004,OUT035,Tier 2,Small,Supermarket Type1,train
927,Regular,FDN52,-0.5277574041249856,-0.7645618688156686,Frozen Foods,-0.21581477527679127,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
928,Regular,FDF21,0.3358579684751679,-0.976027746608181,Fruits and Vegetables,-0.4157294716628247,-0.3158678178029173,1998,OUT010,Tier 3,Medium,Grocery Store,train
929,Low Fat,FDU40,0.37061881574747546,-0.5301438335203508,Frozen Foods,-0.7918937306861957,0.9404584697826737,1987,OUT013,Tier 3,High,Supermarket Type1,train
930,Low Fat,FDS51,-0.7442308606510061,-0.8912577782311537,Meat,-0.8235566847409882,0.04733551652277468,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
931,Low Fat,FDE45,0.24372831054879818,-0.7581352647148831,Fruits and Vegetables,-0.773517384059449,-0.10151830902054182,1997,OUT046,Tier 1,Small,Supermarket Type1,train
932,Low Fat,FDX50,-0.34267125752976246,-0.8188309701111903,Dairy,-0.5625933616313838,0.8511461744566837,2004,OUT035,Tier 2,Small,Supermarket Type1,train
933,Low Fat,NCN14,0.29857248606102593,-0.9487911863715188,Others,-0.031073845597318517,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
934,Low Fat,FDQ21,-0.23950587100761278,-0.5223911047638476,Snack Foods,-0.9019282071017075,0.9880916939565347,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
935,Regular,FDV57,0.27739407398352456,0.12414566969295127,Snack Foods,-0.6182287616460076,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
936,Low Fat,FDB44,0.5107793601314781,-0.5523819239008465,Fruits and Vegetables,-0.9176764031971922,-0.7499255730872282,1987,OUT013,Tier 3,High,Supermarket Type1,train
937,Low Fat,FDG52,-0.8603538903490007,-0.9065592165663572,Frozen Foods,-0.6182362797427776,0.0830604346531707,1987,OUT013,Tier 3,High,Supermarket Type1,train
938,Regular,FDL38,-0.5150459425870465,-0.9914311945322859,Canned,-0.8631775842495565,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
939,Low Fat,NCS54,0.23470278236184972,-0.2481893297970008,Household,-0.9603837492736278,0.07710628163143785,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
940,Low Fat,DRL37,-0.9126734307193938,-0.8923798837090686,Soft Drinks,-0.6934427510938878,0.303364096457279,2004,OUT035,Tier 2,Small,Supermarket Type1,train
941,Low Fat,FDA43,0.40399425462991245,-0.8257676221564826,Fruits and Vegetables,-0.6241122234494119,-0.2450133968442989,1987,OUT013,Tier 3,High,Supermarket Type1,train
942,Regular,FDZ39,-0.40144754803088656,-0.8311741303682545,Meat,-0.9103984114095277,0.8035129502828222,2007,OUT017,Tier 2,High,Supermarket Type1,train
943,Low Fat,FDG45,0.5331190704181352,-0.4193614199734774,Fruits and Vegetables,-0.6159177253355185,-0.5778505507591545,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
944,Low Fat,FDH10,0.390143566340009,-0.7676221564827093,Snack Foods,-0.7186761376624475,0.9583209288478716,1987,OUT013,Tier 3,High,Supermarket Type1,train
945,Regular,FDO10,-0.7702123613742708,-0.9875548301540344,Snack Foods,-0.890590239866386,0.0830604346531707,1998,OUT010,Tier 3,High,Grocery Store,train
946,Low Fat,FDS35,-0.7284141148666544,-0.8467815974701621,Breads,-0.34050569822168697,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
947,Regular,FDI41,-0.033509565429985955,-0.30623278588187275,Frozen Foods,-0.6405306631056791,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
948,Low Fat,FDN21,0.11913833031124166,-0.6348056717331428,Snack Foods,-0.5510769365756794,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
949,Low Fat,NCO18,0.23581993765662235,-0.6782617566051208,Household,-0.8699168283606501,0.023518904435844146,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
950,Low Fat,FDB34,-0.5421887415194669,-0.7779251249617463,Snack Foods,-0.8574978191515973,0.27359333134861563,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
951,Low Fat,FDD05,-0.2341221332572716,-0.5619708252575741,Frozen Foods,-0.919813414507433,0.7618338791306938,1987,OUT013,Tier 3,High,Supermarket Type1,train
952,Low Fat,FDX59,-0.9850100849581322,-0.8542282974599611,Breads,-0.7054556106721878,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
953,Regular,FDZ23,0.30844691644765,-0.8908497398755482,Baking Goods,-0.3263197207652019,0.5713009824352486,1998,OUT010,Tier 3,Medium,Grocery Store,train
954,Regular,FDX27,-0.47831903782029084,-0.8023054167091705,Dairy,-0.3193542995462819,0.9225960107174753,1997,OUT046,Tier 1,Small,Supermarket Type1,train
955,Low Fat,FDV07,-0.32823992013528114,-0.7680301948383147,Fruits and Vegetables,-0.6159177253355185,-0.4111342661506401,2007,OUT017,Tier 2,Small,Supermarket Type1,train
956,Low Fat,FDR14,-0.7942278046030873,-0.905947159032949,Dairy,0.0557281293654488,-0.15510568621613574,2007,OUT017,Tier 2,Small,Supermarket Type1,train
957,Regular,FDO01,-0.1722405585097353,-0.7294705702336018,Breakfast,-0.8941803250299207,0.9702292348913368,2002,OUT045,Tier 2,Small,Supermarket Type1,train
958,Low Fat,FDO13,0.14654938233875958,-0.7027440579414463,Breakfast,-0.6439195822253352,-0.6058350699612979,2007,OUT017,Tier 2,Small,Supermarket Type1,train
959,Low Fat,FDU25,-0.7815384145223397,-0.7388554524125267,Canned,-0.8577563899589383,-0.07174754391187843,2004,OUT035,Tier 2,Small,Supermarket Type1,train
960,Low Fat,NCK54,-0.2918033399208143,-0.7194736305212689,Household,-0.8411058005872551,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
961,Low Fat,FDZ56,0.16178547901853335,-0.7728246455166785,Fruits and Vegetables,-0.8636714511666211,0.39267639178326896,1987,OUT013,Tier 3,High,Supermarket Type1,train
962,Low Fat,NCL55,0.8880773383859992,-0.22982760379475664,Others,-0.6216215414099511,-0.09556415599880896,2007,OUT017,Tier 2,High,Supermarket Type1,train
963,Regular,FDD59,-0.6009650320205909,-0.674589411404672,Starchy Foods,-0.613687277037402,-0.29205120571598675,2002,OUT045,Tier 2,High,Supermarket Type1,train
964,Regular,FDJ55,0.653240429476601,-0.17759869427726194,Meat,-0.8763032576110339,-0.01816016671628451,2007,OUT017,Tier 2,High,Supermarket Type1,train
965,Low Fat,FDA45,0.24234290215892806,-0.16709170662042228,Snack Foods,-0.0699199993842673,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
966,Low Fat,DRF23,0.20161766803170145,-0.9783739671529122,Hard Drinks,0.2420568798513003,-0.9934504316760939,1998,OUT010,Tier 3,Medium,Grocery Store,train
967,Low Fat,FDT49,-0.3680941806056408,-0.8092420687544628,Canned,-0.0844836057309325,-0.7088419172372729,2007,OUT017,Tier 2,Medium,Supermarket Type1,train
968,Low Fat,NCO17,-0.24147192850206123,-0.7113128634091603,Health and Hygiene,-0.6159177253355185,-0.3515927359333135,2004,OUT035,Tier 2,Small,Supermarket Type1,train
969,Low Fat,FDH22,-0.1776022248028848,-0.8492298276037946,Snack Foods,-0.18291972769219522,-0.7796963381958916,2004,OUT035,Tier 2,Small,Supermarket Type1,train
970,Low Fat,FDT34,-0.3802470644961935,-0.6988676935631948,Snack Foods,0.05319019599542818,-0.4349508782375706,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
971,Low Fat,FDB39,-0.7738762232680698,-0.9108436193002141,Dairy,-0.7843557457485578,-0.16105983923786837,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
972,Low Fat,FDQ22,-0.9330029405972198,-0.9569519534836274,Snack Foods,-0.8385224446129158,0.4522179220005955,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
973,Low Fat,NCN43,-0.22170099627162143,-0.9862287054983168,Others,-0.9523439790958734,-0.09556415599880896,1998,OUT010,Tier 3,Medium,Grocery Store,train
974,Low Fat,FDG57,-0.8564217753601043,-0.8487197796592879,Fruits and Vegetables,-0.5761538038814253,0.20809764810955644,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
975,Regular,FDR20,-0.8685525877934654,-0.8178108742221768,Fruits and Vegetables,-0.8488761753760781,0.839237868413218,2004,OUT035,Tier 2,Small,Supermarket Type1,train
976,Low Fat,FDU22,-0.24513579039585998,-0.9324696521473017,Snack Foods,-0.016209792459582983,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
977,Low Fat,NCC43,0.86433014825228,-0.7743547893501989,Household,-0.44748444697579015,-0.6623995236677582,2007,OUT017,Tier 2,Small,Supermarket Type1,train
978,Regular,FDP01,0.012555263533198913,-0.8882995001530143,Breakfast,-0.3693667973815965,0.928550163739208,1998,OUT010,Tier 3,Small,Grocery Store,train
979,Low Fat,FDF52,0.29830423296592845,-0.8094460879322656,Frozen Foods,-0.6091289090370324,-0.4349508782375706,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
980,Low Fat,FDZ33,-0.012577334990390376,-0.46159338977863906,Snack Foods,-0.36085682289602194,-0.328371539148556,2004,OUT035,Tier 2,Small,Supermarket Type1,train
981,Regular,FDP48,0.2742446468227291,-0.07936346016525542,Baking Goods,-0.7522578996586532,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
982,Low Fat,FDW56,0.3661060516540009,-0.9461389370600836,Fruits and Vegetables,-0.2913049208591012,-0.6278654361417088,1998,OUT010,Tier 3,Medium,Grocery Store,train
983,Low Fat,FDC26,-0.32598353808854397,-0.8177088646332754,Canned,-0.2406585138520626,-0.328371539148556,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
984,Regular,FDF34,0.43225420885710597,-0.6707130470264204,Snack Foods,-0.9353369481976348,-0.4349508782375706,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
985,Regular,FDJ33,-0.21745648527324457,-0.7786391920840559,Snack Foods,-0.4782848456627401,-0.4831795177136051,2004,OUT035,Tier 2,Small,Supermarket Type1,train
986,Low Fat,FDD04,-0.04986281740453258,-0.7878200550851779,Dairy,-0.46690439286827556,0.3629056266746056,2002,OUT045,Tier 2,Small,Supermarket Type1,train
987,Low Fat,NCJ31,0.7651189481762186,-0.22962358461695387,Others,0.10171258365306546,0.7439714200654954,1987,OUT013,Tier 3,High,Supermarket Type1,train
988,Low Fat,FDO57,0.10754402406807517,-0.5625828827909822,Snack Foods,-0.3526465255355913,0.928550163739208,1997,OUT046,Tier 1,Small,Supermarket Type1,train
989,Regular,FDM36,0.1956974240911653,-0.1596450066306231,Baking Goods,-0.6621368173544273,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
990,Low Fat,NCY05,-0.9660659834701764,-0.8915638069978578,Health and Hygiene,-0.6834190961813025,0.06519797558797258,1997,OUT046,Tier 1,Small,Supermarket Type1,train
991,Regular,FDS44,0.7866318277203921,0.394267061103744,Fruits and Vegetables,-0.06584961805328393,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
992,Regular,FDZ39,-0.4065409612289388,-0.7204937264102824,Meat,-0.9110471658976421,0.8035129502828222,2004,OUT035,Tier 2,Small,Supermarket Type1,train
993,Low Fat,NCM31,-0.049013915204856984,-0.5705396307252881,Others,-0.5192284745606169,-0.816612086930634,2007,OUT017,Tier 2,Small,Supermarket Type1,train
994,Low Fat,DRK11,0.014855788494319233,-0.5480975211669896,Hard Drinks,-0.9557856665114507,-0.5647514141113424,1987,OUT013,Tier 3,High,Supermarket Type1,train
995,Low Fat,FDO34,0.1433999551779639,-0.9793940630419259,Snack Foods,-0.7134568051937057,0.565346829413516,1998,OUT010,Tier 3,High,Grocery Store,train
996,Low Fat,NCL30,-0.18468376695257693,-0.8288279098235233,Household,-0.7207253270118106,0.6129800535873775,2004,OUT035,Tier 2,Small,Supermarket Type1,train
997,Low Fat,FDK28,0.9352813941011484,0.4160971131286344,Frozen Foods,-0.615867672876588,-0.8642453111044952,2007,OUT017,Tier 2,Small,Supermarket Type1,train
998,Low Fat,DRJ39,0.596430196469925,-0.23319392022850138,Dairy,-0.7983814110285431,0.8690086335218816,2004,OUT035,Tier 2,Small,Supermarket Type1,train
999,Low Fat,NCP06,0.02756725003225835,-0.680914005916556,Household,-0.7815315089685322,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
1000,Regular,FDE33,-0.5834063389225054,-0.7162093236764255,Fruits and Vegetables,-0.7178679083943614,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
1001,Low Fat,FDZ44,-0.28360464247634953,-0.8973783535652351,Fruits and Vegetables,-0.7831723443639289,-0.5677284906222089,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
1002,Low Fat,FDV46,-0.07106330093922542,-0.5980822197286544,Snack Foods,-0.9440635313042374,0.6248883596308423,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
1003,Low Fat,NCO06,-0.982463378359106,-0.8958482097317146,Household,-0.35695761526709346,0.7499255730872285,2004,OUT035,Tier 2,Small,Supermarket Type1,train
1004,Low Fat,DRG03,0.04593070241563613,-0.7458941140467203,Dairy,-0.6406565681366003,0.1842810360226259,1987,OUT013,Tier 3,High,Supermarket Type1,train
1005,Regular,FDU37,-0.5848358902267587,-0.674589411404672,Canned,-0.3790548410062614,-0.4111342661506401,1987,OUT013,Tier 3,High,Supermarket Type1,train
1006,Low Fat,FDI57,0.40566998757207196,-0.612567581352647,Seafood,-0.6896338283568018,0.8213754093480206,1987,OUT013,Tier 3,High,Supermarket Type1,train
1007,Regular,FDM45,-0.2488437952040421,-0.68948281138427,Snack Foods,-0.4794186682470475,-0.5117594522179221,1987,OUT013,Tier 3,High,Supermarket Type1,train
1008,Low Fat,FDC26,-0.3378681688839992,-0.8006732632867488,Canned,-0.24397564469142174,-0.328371539148556,2004,OUT035,Tier 2,Small,Supermarket Type1,train
1009,Low Fat,FDU14,0.8428393401652983,0.5632969499132918,Dairy,-0.8090633827587136,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
1010,Regular,FDB26,-0.8287424702374889,-0.8990105069876567,Canned,-0.829486375758602,0.12473950580529936,1997,OUT046,Tier 1,Small,Supermarket Type1,train
1011,Regular,FDC29,-0.29772358386135045,-0.7770070386616341,Frozen Foods,-0.8723612750285739,-0.5433164632331049,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
1012,Low Fat,FDY58,0.6781047749050928,0.00958890135672763,Snack Foods,-0.7748285130439133,-0.15510568621613574,2007,OUT017,Tier 2,Medium,Supermarket Type1,train
1013,Regular,FDR59,0.94542407758287,-0.5240232581862694,Breads,-0.6288561486686703,0.1842810360226259,2004,OUT035,Tier 2,Small,Supermarket Type1,train
1014,Low Fat,FDS03,-0.7063426576750946,-0.7577272263592777,Meat,-0.5340854590864835,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
1015,Low Fat,FDR43,-0.9403306643848175,-0.9153320412118738,Fruits and Vegetables,-0.028494270222010232,0.6248883596308423,1987,OUT013,Tier 3,High,Supermarket Type1,train
1016,Regular,FDZ25,0.17224055850973552,-0.14668978884015094,Canned,-0.8527868479486479,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
1017,Low Fat,NCN26,-0.27087110948121884,-0.8973783535652351,Household,-0.8450609536930496,-0.2503721345638583,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
1018,Low Fat,FDO38,-0.6094319825601533,-0.8499438947261042,Canned,-0.571689716878389,0.5117594522179219,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
1019,Regular,FDP28,0.9525056197325621,-0.5252473732530857,Frozen Foods,-0.5226721877369128,0.0830604346531707,2007,OUT017,Tier 2,Medium,Supermarket Type1,train
1020,Low Fat,FDG31,-0.7097382664737961,-0.9655207589513414,Meat,-0.6314464562656579,-0.09556415599880896,1998,OUT010,Tier 3,Medium,Grocery Store,train
1021,Low Fat,FDI45,0.2293411160687,-0.3880444761807609,Fruits and Vegetables,-0.7908031325403209,0.01756475141411129,1987,OUT013,Tier 3,High,Supermarket Type1,train
1022,Low Fat,NCS54,0.2287604669641221,-0.9510353973273487,Household,-0.9190200120837551,0.07710628163143785,1998,OUT010,Tier 3,High,Grocery Store,train
1023,Regular,FDE17,0.026718347832582978,-0.6346016525553402,Frozen Foods,-0.6860302771182168,0.8511461744566837,2002,OUT045,Tier 2,High,Supermarket Type1,train
1024,Low Fat,NCG06,0.9216989589063425,-0.6892787922064674,Household,-0.8407058575425337,0.40458469782673445,1997,OUT046,Tier 1,Small,Supermarket Type1,train
1025,Low Fat,FDQ57,-0.039161556275424614,-0.9826583698867692,Snack Foods,-0.7207158508849234,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
1026,Low Fat,NCB31,0.9754039076666055,-0.36039987758849323,Household,-0.2914318726356825,-0.7999404584697826,2004,OUT035,Tier 2,Small,Supermarket Type1,train
1027,Low Fat,NCP29,-0.706901235322481,-0.8777925124961745,Health and Hygiene,-0.3279051956298369,-0.5397439714200654,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
1028,Low Fat,NCX29,-0.04056903612248619,-0.9827603794756706,Health and Hygiene,-0.06088521741138253,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
1029,Regular,FDU37,-0.5967205210222141,-0.8214832194226256,Canned,-0.3758980346580566,-0.4111342661506401,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
1030,Regular,FDM02,-0.535397523922064,-0.9917372232989901,Canned,-0.2620894305626643,-0.05388508484668053,1998,OUT010,Tier 3,Medium,Grocery Store,train
1031,Regular,FDN16,-0.39805193923218496,-0.7046822401305721,Frozen Foods,-0.6359443777828233,-0.041976778803215264,1997,OUT046,Tier 1,Small,Supermarket Type1,train
1032,Low Fat,FDR46,-0.01369449028516323,-0.5562582882790981,Snack Foods,-0.16357044328909043,0.4641262280440608,1997,OUT046,Tier 1,Small,Supermarket Type1,train
1033,Regular,FDE50,0.3418223553300872,-0.6599000306028766,Canned,-0.9227103200655755,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
1034,Regular,FDL52,-0.9273288782945894,-0.9934713863103131,Frozen Foods,-0.547000157781515,-0.7523072342959214,1998,OUT010,Tier 3,Medium,Grocery Store,train
1035,Regular,FDQ49,0.07278317679576762,-0.6694889319596041,Breakfast,-0.7805505297225739,0.863054480500149,1987,OUT013,Tier 3,High,Supermarket Type1,train
1036,Low Fat,FDI14,-0.07503955884250502,-0.7455880852800163,Canned,-0.4687153490627394,0.13664781184876462,2002,OUT045,Tier 2,High,Supermarket Type1,train
1037,Regular,FDS16,-0.028974729879319927,-0.44404774048760576,Frozen Foods,-0.6148765648270369,0.26168502530515036,1987,OUT013,Tier 3,High,Supermarket Type1,train
1038,Regular,FDU15,-0.94343594863123,-0.8728960522289094,Meat,-0.857958153263576,0.0830604346531707,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
1039,Low Fat,NCG43,-0.4672612377673193,-0.7215138222992961,Household,-0.5671076123808461,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
1040,Low Fat,FDR23,0.24404070655827903,-0.03192900132612453,Breads,-0.5208567182214561,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
1041,Low Fat,FDS52,-0.39887876997466876,-0.46240946648985004,Frozen Foods,-0.9884654354577396,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
1042,Low Fat,NCP18,0.024461965785845807,-0.4518004692441089,Household,-0.8452044871523515,-0.09556415599880896,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
1043,Low Fat,DRF23,0.20161766803170145,0.09068652453330639,Hard Drinks,-0.27045727545958675,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
1044,Regular,FDO09,0.9601236680724488,-0.07834336427624178,Snack Foods,-0.24908907112867662,0.06519797558797258,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
1045,Regular,FDB40,-0.026986600927680238,-0.669998979904111,Dairy,-0.9754908936975906,0.5415302173265855,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
